campaign_id,channel,campaign_type,product_category,season,budget,impressions,clicks,conversions,avg_order_value_camp,revenue,roi,conversion_rate,ctr,cost_per_conversion,roi_norm,cr_norm,ctr_norm,cpc_norm,composite_score
FCMP033,Google Ads,Clearance,Accessories,Summer,16111,153629,13416,615,393,241695,14.001862081807461,0.04584078711985689,0.08732726243092125,26.196747967479673,0.028083848240425546,0.20222822015142558,0.9759610125683356,0.9754206947780217,0.36460926144355144
FCMP034,Instagram,Clearance,Winter Wear,Winter,42504,320504,27912,2644,3273,8653812,202.59994353472615,0.09472628260246489,0.08708783665726481,16.075642965204235,0.4193702031569424,0.6297708687650131,0.9728901167817813,0.9873450673971857,0.6507146195191259
FCMP035,Email,Lookbook,Footwear,Winter,6802,233090,18237,551,1857,1023207,149.42737430167597,0.030213302626528486,0.07824016474323223,12.344827586206897,0.3090525337699384,0.06555340392045497,0.8594091076711847,0.9917405985909111,0.4209594906234262
FCMP036,Facebook Ads,Lookbook,Footwear,Wedding Season,13155,153272,5143,134,1911,256074,18.465906499429874,0.026054831810227493,0.03355472623832142,98.17164179104478,0.03734544652870372,0.029184259874115784,0.2862697888358916,0.8906221028274395,0.20022724032321587
FCMP037,Email,Lookbook,Accessories,Regular,13120,263548,10754,900,752,676800,50.58536585365854,0.08368978984563884,0.04080471109627089,14.577777777777778,0.10398401504321315,0.5332479370022204,0.3792587248758657,0.9891098057952293,0.40682326671861563
FCMP038,Facebook Ads,Lookbook,Western Wear,Summer,44384,481713,37617,3192,2027,6470184,144.77739726027397,0.08485525161496132,0.07809006607668882,13.904761904761905,0.2994051791788479,0.5434408297364525,0.8574839291257996,0.9899027322638954,0.5599023198009292
FCMP039,Instagram,Loyalty Event,Western Wear,Summer,52025,198047,7001,675,1711,1154925,21.199423354156654,0.09641479788601628,0.035350194650764714,77.07407407407408,0.043016701707701464,0.644538281663813,0.30929862277661585,0.9154786040453049,0.3942847492055126
FCMP040,Influencer Marketing,New Arrivals,Winter Wear,Festive,52254,303501,7150,765,3765,2880225,54.11970375473648,0.106993006993007,0.023558406726831214,68.30588235294118,0.11131674177989162,0.7370531573860033,0.1580561257866678,0.9258090161154839,0.42822241521308047
FCMP041,Google Ads,New Arrivals,Ethnic Wear,Winter,26918,139121,7588,1040,1750,1820000,66.61274983282561,0.1370585134422773,0.05454244865979974,25.88269230769231,0.13723619135244683,0.9999999912542025,0.5554601411075462,0.9757907054349233,0.5845821008986098
FCMP042,Instagram,Lookbook,Winter Wear,Regular,25445,97505,8277,678,3135,2125530,82.53428964433091,0.08191373686118159,0.08488795446387365,37.52949852507375,0.17026877169212187,0.5177149370897398,0.9446742365303313,0.9620687988715562,0.5094334451140538
FCMP043,Google Ads,New Arrivals,Accessories,Wedding Season,35306,22869,1502,88,588,51744,0.4655865858494307,0.05858854860186418,0.06567842931479295,401.20454545454544,0.0,0.3137175618080053,0.6982911970557695,0.5335981159862392,0.27889866549870285
FCMP044,Influencer Marketing,New Arrivals,Accessories,Winter,21646,277186,15412,1778,553,983234,44.42335766423358,0.11536465092135997,0.05560165376317707,12.174353205849268,0.09119963407374013,0.8102698606850683,0.569045597841731,0.9919414462288862,0.5137088684456091
FCMP045,Influencer Marketing,Lookbook,Accessories,Wedding Season,51843,474351,8431,442,1033,456586,7.807090639044809,0.05242557229272921,0.01777375825074681,117.2918552036199,0.0152314930165224,0.2598174184518275,0.08386172156435551,0.8680952592428484,0.22683136986323776
FCMP046,Instagram,New Arrivals,Accessories,Festive,36065,332252,19669,1429,656,937424,24.992624428115903,0.07265239717321674,0.0591990416912464,25.237928621413577,0.0508864944980669,0.43671713475977586,0.6151860081334053,0.9765503460517102,0.3901301913549269
FCMP047,Influencer Marketing,Clearance,Accessories,Festive,30199,132296,11801,347,322,111734,2.6999238385377,0.029404287772222693,0.08920148757332043,87.02881844380403,0.004635602189181481,0.05847792375680006,0.999999987173913,0.9037502323737832,0.30496015093486706
FCMP048,Facebook Ads,Flash Sale,Footwear,Summer,46976,114179,2421,55,2685,147675,2.1436265326975477,0.02271788517141677,0.021203548813704797,854.1090909090909,0.0034814465192235604,0.0,0.12785251348162463,0.0,0.020570455629933117
FCMP049,Influencer Marketing,Flash Sale,Western Wear,Regular,21371,110272,5675,769,1321,1015849,46.53399466566843,0.1355066079295154,0.05146365351131747,27.790637191157348,0.09557859409539622,0.9864273397596441,0.5159712468888934,0.9735428238328503,0.5575867501743133
FCMP050,Google Ads,Lookbook,Accessories,Wedding Season,16835,58467,4688,564,1057,596148,34.41122661122661,0.12030716723549488,0.08018198299895668,29.849290780141843,0.07042736409889656,0.8534961079573884,0.8843150374242417,0.9711173818990584,0.5625346409252701
