customer_id,age,gender,education,marital_status,income,fashion_category,style_segment,purchase_frequency,avg_order_value,total_spend,last_purchase_date,website_visits,campaign_id,campaign_type,channel,campaign_cost,campaign_response,conversion_status,recency,frequency,monetary,rfm_score,customer_segment,engagement_score,product_category,season,budget,impressions,composite_score
CUST_0019,37,Male,Graduate,Single,36250,Winter Wear,Luxury Seeker,6,1216.22,7297.32,2024-12-11,22,FCMP028,Lookbook,Influencer Marketing,8500,1,1,20,6,7297.32,3.67,Low,60.76,Accessories,Summer,24360,287683,0.595027924205977
CUST_0020,25,Male,High School,Married,28984,Ethnic Wear,Essentials Buyer,5,301.6,1508.0,2024-12-13,15,FCMP021,Flash Sale,Influencer Marketing,5200,1,0,18,5,1508.0,3.0,Low,51.58,Western Wear,Summer,35206,408215,0.2796826413040631
CUST_0021,52,Male,Graduate,Married,29875,Footwear,Seasonal Shopper,1,464.42,464.42,2024-12-14,1,FCMP012,Lookbook,Email,8500,1,0,17,1,464.42,2.33,Low,33.0,Footwear,Summer,49357,289544,0.6105954724263182
CUST_0022,28,Female,Graduate,Married,48547,Western Wear,Trendsetter,14,234.17,3278.38,2024-10-31,34,FCMP024,Flash Sale,Instagram,5200,1,0,61,14,3278.38,3.0,Low,75.82,Footwear,Wedding Season,7911,442515,0.7300195297855031
CUST_0023,25,Female,High School,Single,36372,Winter Wear,Trendsetter,1,675.83,675.83,2024-11-13,11,FCMP045,Lookbook,Influencer Marketing,8500,0,0,48,1,675.83,2.0,Low,15.28,Accessories,Wedding Season,51843,474351,0.2268313698632377
CUST_0024,43,Male,High School,Single,24433,Accessories,Trendsetter,2,200.0,400.0,2024-12-03,10,FCMP028,Lookbook,Influencer Marketing,8500,1,0,28,2,400.0,2.67,Low,44.37,Accessories,Summer,24360,287683,0.595027924205977
CUST_0025,30,Female,Graduate,Married,41228,Accessories,Seasonal Shopper,5,672.37,3361.85,2024-08-24,15,FCMP003,New Arrivals,Email,6800,0,0,129,5,3361.85,1.67,Low,20.23,Accessories,Summer,28509,182688,0.5087543712573461
CUST_0026,34,Female,Post Graduate,Married,61829,Western Wear,Luxury Seeker,10,1447.9,14479.0,2024-12-28,27,FCMP032,Lookbook,Google Ads,8500,1,1,3,10,14479.0,4.33,Mid,73.5,Winter Wear,Festive,40153,408207,0.5502117726264755
CUST_0027,26,Female,Post Graduate,Married,60840,Western Wear,Trendsetter,3,969.4,2908.2,2024-12-07,10,FCMP025,New Arrivals,Instagram,6800,0,0,24,3,2908.2,2.67,Low,14.53,Ethnic Wear,Wedding Season,6734,163946,0.4475215460051547
CUST_0028,25,Female,PhD,Divorced,99150,Western Wear,Essentials Buyer,6,463.14,2778.84,2024-11-27,12,FCMP026,Lookbook,Email,8500,1,0,34,6,2778.84,3.0,Low,46.86,Accessories,Winter,23227,398480,0.3004566295771733
CUST_0029,29,Female,PhD,Divorced,72950,Ethnic Wear,Seasonal Shopper,1,868.62,868.62,2024-11-25,1,FCMP007,Lookbook,Email,8500,0,0,36,1,868.62,2.0,Low,2.14,Footwear,Wedding Season,27671,137796,0.5487960916598252
CUST_0030,31,Female,High School,Married,23477,Winter Wear,Essentials Buyer,4,524.63,2098.52,2024-10-02,13,FCMP034,Flash Sale,Instagram,5200,1,0,90,4,2098.52,2.0,Low,47.66,Winter Wear,Winter,42504,320504,0.6507146195191259
CUST_0031,37,Male,High School,Single,32397,Accessories,Seasonal Shopper,8,222.94,1783.52,2024-09-15,25,FCMP037,Lookbook,Email,8500,0,0,107,8,1783.52,2.67,Low,33.61,Accessories,Regular,13120,263548,0.4068232667186156
CUST_0032,34,Male,Graduate,Divorced,56950,Winter Wear,Seasonal Shopper,1,342.12,342.12,2024-12-26,2,FCMP039,Lookbook,Instagram,8500,0,0,5,1,342.12,2.33,Low,7.67,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0033,27,Female,Graduate,Single,33498,Winter Wear,Trendsetter,14,612.21,8570.94,2024-12-28,42,FCMP025,New Arrivals,Instagram,6800,1,1,3,14,8570.94,4.0,Mid,93.5,Ethnic Wear,Wedding Season,6734,163946,0.4475215460051547
CUST_0034,25,Male,PhD,Married,67725,Footwear,Luxury Seeker,1,1418.49,1418.49,2024-11-18,6,FCMP038,Flash Sale,Facebook Ads,5200,1,0,43,1,1418.49,2.0,Low,38.68,Western Wear,Summer,44384,481713,0.5599023198009292
CUST_0035,25,Female,PhD,Divorced,84219,Accessories,Trendsetter,2,2004.92,4009.84,2024-12-17,1,FCMP002,Lookbook,Facebook Ads,8500,0,0,14,2,4009.84,2.67,Low,3.33,Ethnic Wear,Summer,5197,153121,0.6932533769212101
CUST_0036,38,Female,Graduate,Divorced,56960,Winter Wear,Seasonal Shopper,1,1175.01,1175.01,2024-12-02,1,FCMP018,New Arrivals,Facebook Ads,6800,1,0,29,1,1175.01,2.33,Low,32.33,Footwear,Festive,52011,24499,0.2463998366949203
CUST_0037,30,Female,Graduate,Single,55026,Accessories,Essentials Buyer,4,524.0,2096.0,2024-11-22,12,FCMP040,Lookbook,Influencer Marketing,8500,0,0,39,4,2096.0,2.67,Low,16.75,Winter Wear,Festive,52254,303501,0.4282224152130804
CUST_0038,22,Male,PhD,Married,79898,Western Wear,Luxury Seeker,6,1725.14,10350.84,2024-12-02,16,FCMP039,New Arrivals,Instagram,6800,1,0,29,6,10350.84,4.0,Mid,52.33,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0039,41,Female,Graduate,Single,46345,Western Wear,Essentials Buyer,5,200.0,1000.0,2024-12-31,13,FCMP023,Flash Sale,Google Ads,5200,0,0,0,5,1000.0,3.0,Low,47.33,Winter Wear,Winter,16411,294327,0.329960533603584
CUST_0040,34,Female,Graduate,Married,41324,Ethnic Wear,Seasonal Shopper,3,833.75,2501.25,2024-12-04,11,FCMP028,Lookbook,Influencer Marketing,8500,1,1,27,3,2501.25,2.67,Low,45.74,Accessories,Summer,24360,287683,0.595027924205977
CUST_0041,31,Female,Graduate,Married,48265,Winter Wear,Trendsetter,1,899.57,899.57,2024-12-22,1,FCMP034,Lookbook,Instagram,8500,0,0,9,1,899.57,2.33,Low,4.33,Winter Wear,Winter,42504,320504,0.6507146195191259
CUST_0042,27,Female,High School,Single,25602,Footwear,Seasonal Shopper,1,949.67,949.67,2024-12-12,12,FCMP035,Flash Sale,Email,5200,1,0,19,1,949.67,2.33,Low,47.5,Footwear,Winter,6802,233090,0.4209594906234262
CUST_0043,25,Female,Post Graduate,Divorced,67503,Western Wear,Trendsetter,9,1125.65,10130.85,2024-06-22,23,FCMP024,New Arrivals,Instagram,6800,1,1,192,9,10130.85,3.0,Mid,60.82,Footwear,Wedding Season,7911,442515,0.7300195297855031
CUST_0044,26,Female,Post Graduate,Single,39352,Accessories,Essentials Buyer,10,1514.89,15148.9,2024-12-26,34,FCMP048,Flash Sale,Facebook Ads,5200,1,1,5,10,15148.9,4.67,Mid,80.33,Footwear,Summer,46976,114179,0.0205704556299331
CUST_0045,25,Male,Graduate,Married,49667,Footwear,Seasonal Shopper,1,623.69,623.69,2024-11-10,6,FCMP044,New Arrivals,Influencer Marketing,6800,0,0,51,1,623.69,2.0,Low,8.58,Accessories,Winter,21646,277186,0.5137088684456091
CUST_0046,35,Female,Graduate,Married,58340,Western Wear,Seasonal Shopper,2,1000.54,2001.08,2024-12-12,13,FCMP029,Lookbook,Google Ads,8500,1,0,19,2,2001.08,2.67,Low,48.83,Winter Wear,Regular,23343,204423,0.352051664523207
CUST_0047,26,Male,Graduate,Divorced,34803,Ethnic Wear,Seasonal Shopper,1,200.0,200.0,2024-07-03,5,FCMP049,New Arrivals,Influencer Marketing,6800,0,0,181,1,200.0,1.0,Low,6.83,Western Wear,Regular,21371,110272,0.5575867501743133
CUST_0048,48,Female,Post Graduate,Married,64128,Accessories,Seasonal Shopper,2,427.53,855.06,2024-12-14,8,FCMP012,New Arrivals,Email,6800,1,0,17,2,855.06,2.67,Low,42.33,Footwear,Summer,49357,289544,0.6105954724263182
CUST_0049,40,Female,High School,Married,31851,Footwear,Seasonal Shopper,4,200.0,800.0,2024-11-26,3,FCMP003,Flash Sale,Email,5200,0,0,35,4,800.0,2.67,Low,4.83,Accessories,Summer,28509,182688,0.5087543712573461
CUST_0050,39,Female,Post Graduate,Married,51782,Accessories,Seasonal Shopper,2,627.14,1254.28,2024-12-23,6,FCMP042,New Arrivals,Instagram,6800,0,0,8,2,1254.28,2.67,Low,11.33,Winter Wear,Regular,25445,97505,0.5094334451140538
CUST_0051,37,Male,Post Graduate,Married,70818,Footwear,Trendsetter,7,1220.67,8544.69,2024-12-11,29,FCMP022,Lookbook,Facebook Ads,8500,1,0,20,7,8544.69,3.67,Mid,70.1,Accessories,Summer,46106,341184,0.3285125209656627
CUST_0052,36,Female,Graduate,Married,47393,Winter Wear,Trendsetter,10,1071.09,10710.9,2024-09-16,21,FCMP020,New Arrivals,Google Ads,6800,1,1,106,10,10710.9,3.33,Mid,58.28,Western Wear,Wedding Season,39754,403029,0.3750506318914162
CUST_0053,40,Female,High School,Divorced,33495,Footwear,Seasonal Shopper,9,200.0,1800.0,2024-12-15,28,FCMP038,Lookbook,Facebook Ads,8500,0,0,16,9,1800.0,3.67,Low,39.1,Western Wear,Summer,44384,481713,0.5599023198009292
CUST_0054,31,Male,Post Graduate,Single,86539,Footwear,Trendsetter,8,1242.06,9936.48,2024-10-21,20,FCMP010,Lookbook,Facebook Ads,8500,1,1,71,8,9936.48,3.33,Mid,57.08,Footwear,Festive,47107,485910,0.3909447397565234
CUST_0055,32,Female,Graduate,Married,43905,Winter Wear,Seasonal Shopper,1,542.41,542.41,2024-12-08,6,FCMP003,New Arrivals,Email,6800,1,0,23,1,542.41,2.33,Low,39.25,Accessories,Summer,28509,182688,0.5087543712573461
CUST_0056,39,Female,Graduate,Single,37414,Western Wear,Essentials Buyer,1,751.37,751.37,2024-12-10,5,FCMP038,Lookbook,Facebook Ads,8500,1,0,21,1,751.37,2.33,Low,38.03,Western Wear,Summer,44384,481713,0.5599023198009292
CUST_0057,31,Female,High School,Divorced,31936,Ethnic Wear,Trendsetter,8,200.0,1600.0,2024-12-20,19,FCMP039,New Arrivals,Instagram,6800,1,1,11,8,1600.0,3.67,Low,57.83,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0058,22,Female,Graduate,Divorced,31595,Ethnic Wear,Seasonal Shopper,3,405.77,1217.31,2024-12-30,12,FCMP046,New Arrivals,Instagram,6800,1,1,1,3,1217.31,2.67,Low,61.0,Accessories,Festive,36065,332252,0.3901301913549269
CUST_0059,39,Female,Graduate,Married,43726,Accessories,Trendsetter,1,860.29,860.29,2024-12-04,3,FCMP024,Flash Sale,Instagram,5200,0,0,27,1,860.29,2.33,Low,5.07,Footwear,Wedding Season,7911,442515,0.7300195297855031
CUST_0060,22,Male,Graduate,Married,35944,Footwear,Seasonal Shopper,3,200.0,600.0,2024-10-11,14,FCMP028,New Arrivals,Influencer Marketing,6800,1,0,81,3,600.0,2.0,Low,49.03,Accessories,Summer,24360,287683,0.595027924205977
CUST_0061,18,Female,Graduate,Married,53841,Accessories,Trendsetter,8,779.97,6239.76,2024-12-17,26,FCMP049,Flash Sale,Influencer Marketing,5200,1,0,14,8,6239.76,4.0,Low,66.67,Western Wear,Regular,21371,110272,0.5575867501743133
CUST_0062,42,Other,Graduate,Single,27387,Ethnic Wear,Seasonal Shopper,2,680.9,1361.8,2024-11-25,6,FCMP014,Flash Sale,Influencer Marketing,5200,0,0,36,2,1361.8,2.33,Low,8.81,Footwear,Summer,20708,193714,0.6382908202702389
CUST_0063,18,Female,High School,Married,23461,Ethnic Wear,Trendsetter,1,496.44,496.44,2024-12-07,1,FCMP038,Flash Sale,Facebook Ads,5200,0,0,24,1,496.44,2.33,Low,2.53,Western Wear,Summer,44384,481713,0.5599023198009292
CUST_0064,27,Female,High School,Married,33486,Ethnic Wear,Seasonal Shopper,4,200.0,800.0,2024-08-20,9,FCMP047,Flash Sale,Influencer Marketing,5200,0,0,133,4,800.0,1.67,Low,12.22,Accessories,Festive,30199,132296,0.304960150934867
CUST_0065,31,Female,High School,Married,29681,Western Wear,Seasonal Shopper,4,200.0,800.0,2024-12-25,14,FCMP049,New Arrivals,Influencer Marketing,6800,1,1,6,4,800.0,3.0,Low,52.95,Western Wear,Regular,21371,110272,0.5575867501743133
CUST_0066,41,Female,Post Graduate,Married,78471,Footwear,Seasonal Shopper,2,1649.72,3299.44,2024-10-13,8,FCMP003,New Arrivals,Email,6800,1,1,79,2,3299.44,2.0,Low,41.04,Accessories,Summer,28509,182688,0.5087543712573461
CUST_0067,40,Male,Graduate,Married,37575,Western Wear,Trendsetter,10,200.0,2000.0,2024-11-29,24,FCMP046,Flash Sale,Instagram,5200,1,0,32,10,2000.0,3.33,Low,62.91,Accessories,Festive,36065,332252,0.3901301913549269
CUST_0068,19,Male,Graduate,Single,49706,Western Wear,Essentials Buyer,2,200.0,400.0,2024-11-12,16,FCMP005,Flash Sale,Facebook Ads,5200,1,0,49,2,400.0,2.33,Low,51.93,Ethnic Wear,Festive,49542,395037,0.4103699687504942
CUST_0069,20,Male,Post Graduate,Married,66699,Winter Wear,Seasonal Shopper,2,579.48,1158.96,2024-12-28,6,FCMP039,Lookbook,Instagram,8500,1,0,3,2,1158.96,2.67,Low,45.5,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0070,24,Female,High School,Single,27618,Western Wear,Seasonal Shopper,4,200.0,800.0,2024-09-10,11,FCMP022,Lookbook,Facebook Ads,8500,0,0,112,4,800.0,2.0,Low,14.93,Accessories,Summer,46106,341184,0.3285125209656627
CUST_0071,38,Female,Post Graduate,Married,80047,Footwear,Luxury Seeker,10,2270.95,22709.5,2024-12-29,34,FCMP050,Flash Sale,Google Ads,5200,1,0,2,10,22709.5,5.0,Mid,85.33,Accessories,Wedding Season,16835,58467,0.5625346409252701
CUST_0072,34,Female,Post Graduate,Single,50062,Accessories,Essentials Buyer,1,282.05,282.05,2024-10-21,1,FCMP025,New Arrivals,Instagram,6800,0,0,71,1,282.05,1.67,Low,1.75,Ethnic Wear,Wedding Season,6734,163946,0.4475215460051547
CUST_0073,19,Female,High School,Single,30525,Western Wear,Seasonal Shopper,3,907.34,2722.02,2024-10-19,1,FCMP039,Lookbook,Instagram,8500,0,0,73,3,2722.02,2.0,Low,1.74,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0074,41,Female,Graduate,Married,43410,Footwear,Trendsetter,9,962.56,8663.04,2024-10-20,27,FCMP048,New Arrivals,Facebook Ads,6800,1,1,72,9,8663.04,3.33,Mid,66.41,Footwear,Summer,46976,114179,0.0205704556299331
CUST_0075,31,Male,Graduate,Single,40502,Winter Wear,Essentials Buyer,3,923.44,2770.32,2024-12-19,6,FCMP011,New Arrivals,Google Ads,6800,1,1,12,3,2770.32,2.67,Low,40.31,Ethnic Wear,Festive,25666,194088,0.3603659868250557
CUST_0076,38,Female,Graduate,Divorced,58073,Winter Wear,Trendsetter,2,646.52,1293.04,2024-11-22,9,FCMP011,New Arrivals,Google Ads,6800,0,0,39,2,1293.04,2.33,Low,12.75,Ethnic Wear,Festive,25666,194088,0.3603659868250557
CUST_0077,21,Female,PhD,Single,87644,Ethnic Wear,Essentials Buyer,2,579.75,1159.5,2024-12-30,3,FCMP015,Flash Sale,Google Ads,5200,0,0,1,2,1159.5,2.67,Low,19.0,Ethnic Wear,Festive,31370,35151,0.4781830871799218
CUST_0078,28,Male,Post Graduate,Married,51269,Winter Wear,Essentials Buyer,2,450.31,900.62,2024-11-21,1,FCMP024,Flash Sale,Instagram,5200,0,0,40,2,900.62,2.33,Low,2.07,Footwear,Wedding Season,7911,442515,0.7300195297855031
CUST_0079,30,Female,High School,Divorced,19120,Footwear,Essentials Buyer,5,200.0,1000.0,2024-12-08,15,FCMP045,New Arrivals,Influencer Marketing,6800,1,0,23,5,1000.0,3.0,Low,51.25,Accessories,Wedding Season,51843,474351,0.2268313698632377
CUST_0080,36,Male,High School,Divorced,28195,Western Wear,Luxury Seeker,3,1619.78,4859.34,2024-10-14,6,FCMP042,Flash Sale,Instagram,5200,0,0,78,3,4859.34,2.0,Low,8.38,Winter Wear,Regular,25445,97505,0.5094334451140538
CUST_0081,41,Female,Graduate,Single,45515,Western Wear,Seasonal Shopper,2,200.0,400.0,2024-09-26,8,FCMP002,Lookbook,Facebook Ads,8500,0,1,96,2,400.0,1.67,Low,10.98,Ethnic Wear,Summer,5197,153121,0.6932533769212101
CUST_0082,28,Female,Post Graduate,Single,55247,Winter Wear,Seasonal Shopper,6,283.83,1702.98,2024-12-28,15,FCMP012,New Arrivals,Email,6800,0,0,3,6,1702.98,3.33,Low,27.5,Footwear,Summer,49357,289544,0.6105954724263182
CUST_0083,37,Male,Post Graduate,Single,90310,Footwear,Trendsetter,3,1268.38,3805.14,2024-12-23,13,FCMP021,Lookbook,Influencer Marketing,8500,1,0,8,3,3805.14,2.67,Low,50.67,Western Wear,Summer,35206,408215,0.2796826413040631
CUST_0084,30,Female,Post Graduate,Single,60265,Western Wear,Seasonal Shopper,1,1459.02,1459.02,2024-11-21,1,FCMP042,New Arrivals,Instagram,6800,1,0,40,1,1459.02,2.0,Low,32.07,Winter Wear,Regular,25445,97505,0.5094334451140538
CUST_0085,26,Female,High School,Single,31685,Footwear,Luxury Seeker,3,200.0,600.0,2024-10-21,8,FCMP028,Lookbook,Influencer Marketing,8500,1,0,71,3,600.0,2.0,Low,41.08,Accessories,Summer,24360,287683,0.595027924205977
CUST_0086,27,Female,Post Graduate,Divorced,60850,Western Wear,Essentials Buyer,10,300.64,3006.4,2024-12-15,36,FCMP014,Flash Sale,Influencer Marketing,5200,0,0,16,10,3006.4,3.67,Low,49.76,Footwear,Summer,20708,193714,0.6382908202702389
CUST_0087,32,Male,Graduate,Divorced,43141,Ethnic Wear,Luxury Seeker,1,1068.94,1068.94,2024-10-26,4,FCMP050,Flash Sale,Google Ads,5200,0,1,66,1,1068.94,1.67,Low,5.78,Accessories,Wedding Season,16835,58467,0.5625346409252701
CUST_0088,36,Female,PhD,Single,78209,Ethnic Wear,Trendsetter,4,649.61,2598.44,2024-11-25,14,FCMP003,Lookbook,Email,8500,1,0,36,4,2598.44,2.67,Low,49.48,Accessories,Summer,28509,182688,0.5087543712573461
CUST_0089,18,Female,PhD,Single,111008,Ethnic Wear,Trendsetter,2,2720.64,5441.28,2024-12-16,4,FCMP036,Lookbook,Facebook Ads,8500,1,0,15,2,5441.28,3.0,Low,37.21,Footwear,Wedding Season,13155,153272,0.2002272403232158
CUST_0090,40,Female,High School,Single,32263,Ethnic Wear,Trendsetter,3,1104.66,3313.98,2024-11-25,12,FCMP009,Flash Sale,Email,5200,1,0,36,3,3313.98,2.33,Low,46.81,Footwear,Summer,32848,212506,0.5342013999162889
CUST_0091,29,Male,High School,Single,27565,Ethnic Wear,Luxury Seeker,1,963.13,963.13,2024-12-30,5,FCMP046,Lookbook,Instagram,8500,0,0,1,1,963.13,2.33,Low,21.67,Accessories,Festive,36065,332252,0.3901301913549269
CUST_0092,47,Female,Graduate,Single,56203,Footwear,Luxury Seeker,6,982.2,5893.2,2024-10-17,22,FCMP032,New Arrivals,Google Ads,6800,0,0,75,6,5893.2,3.0,Low,29.73,Winter Wear,Festive,40153,408207,0.5502117726264755
CUST_0093,31,Female,High School,Single,35552,Ethnic Wear,Trendsetter,1,294.04,294.04,2024-09-30,1,FCMP050,Flash Sale,Google Ads,5200,1,0,92,1,294.04,1.33,Low,31.66,Accessories,Wedding Season,16835,58467,0.5625346409252701
CUST_0094,30,Female,High School,Single,33255,Western Wear,Essentials Buyer,2,200.0,400.0,2024-11-10,8,FCMP003,Lookbook,Email,8500,0,0,51,2,400.0,2.33,Low,11.24,Accessories,Summer,28509,182688,0.5087543712573461
CUST_0095,42,Female,Graduate,Married,42774,Winter Wear,Luxury Seeker,1,1013.7,1013.7,2024-12-06,7,FCMP043,Lookbook,Google Ads,8500,1,0,25,1,1013.7,2.33,Low,40.49,Accessories,Wedding Season,35306,22869,0.2788986654987028
CUST_0096,37,Female,PhD,Single,98731,Footwear,Trendsetter,4,2090.92,8363.68,2024-12-25,15,FCMP027,Flash Sale,Email,5200,1,1,6,4,8363.68,3.33,Mid,54.29,Winter Wear,Festive,13680,52711,0.3053593615748523
CUST_0097,34,Other,Graduate,Single,42638,Footwear,Seasonal Shopper,4,1185.17,4740.68,2024-12-27,15,FCMP003,Lookbook,Email,8500,1,0,4,4,4740.68,3.0,Low,56.0,Accessories,Summer,28509,182688,0.5087543712573461
CUST_0098,20,Male,Post Graduate,Single,78581,Ethnic Wear,Trendsetter,2,1165.7,2331.4,2024-12-13,9,FCMP016,Lookbook,Influencer Marketing,8500,1,0,18,2,2331.4,2.67,Low,43.58,Winter Wear,Winter,54811,464623,0.7185211737973205
CUST_0099,37,Female,Post Graduate,Single,48713,Ethnic Wear,Seasonal Shopper,4,727.63,2910.52,2024-10-24,3,FCMP039,New Arrivals,Instagram,6800,0,0,68,4,2910.52,2.33,Low,4.43,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0100,31,Male,Graduate,Divorced,44698,Ethnic Wear,Essentials Buyer,2,398.2,796.4,2024-11-09,2,FCMP034,Lookbook,Instagram,8500,0,0,52,2,796.4,2.33,Low,3.23,Winter Wear,Winter,42504,320504,0.6507146195191259
CUST_0101,18,Male,Graduate,Single,49077,Ethnic Wear,Trendsetter,1,1208.87,1208.87,2024-12-21,1,FCMP019,New Arrivals,Instagram,6800,1,1,10,1,1208.87,2.33,Low,34.06,Ethnic Wear,Summer,11546,26295,0.1984464395324873
CUST_0102,27,Female,PhD,Single,73234,Western Wear,Essentials Buyer,12,514.93,6179.16,2024-11-18,44,FCMP037,New Arrivals,Email,6800,0,1,43,12,6179.16,3.67,Low,59.35,Accessories,Regular,13120,263548,0.4068232667186156
CUST_0103,41,Female,Graduate,Married,54614,Ethnic Wear,Essentials Buyer,4,200.0,800.0,2024-11-20,10,FCMP049,New Arrivals,Influencer Marketing,6800,0,0,41,4,800.0,2.67,Low,14.05,Western Wear,Regular,21371,110272,0.5575867501743133
CUST_0104,35,Female,Post Graduate,Divorced,81791,Ethnic Wear,Essentials Buyer,11,949.49,10444.39,2024-09-28,32,FCMP009,New Arrivals,Email,6800,1,0,94,11,10444.39,3.33,Mid,72.98,Footwear,Summer,32848,212506,0.5342013999162889
CUST_0105,30,Male,Graduate,Single,45126,Ethnic Wear,Seasonal Shopper,4,912.79,3651.16,2024-12-05,20,FCMP038,Flash Sale,Facebook Ads,5200,1,0,26,4,3651.16,3.0,Low,57.78,Western Wear,Summer,44384,481713,0.5599023198009292
